domain,source,reference,model_output,rating_out_of_5(Anubhav)
literature,"And made the cloud spread shade over you, and sent for you manna and quails that you may eat of the good things We have made for you. No harm was done to Us, they only harmed themselves.","और हमने तुमपर बादलों की छाया की और तुमपर 'मन्न' और 'सलबा' उतारा - ""खाओ, जो अच्छी पाक चीजें हमने तुम्हें प्रदान की है।"" उन्होंने हमारा तो कुछ भी नहीं बिगाड़ा, बल्कि वे अपने ही ऊपर अत्याचार करते रहे
","और तुम्हारे ऊपर बादल छाया कर दिया और तुम्हारे लिए मन्ना और बटेर भेजे, ताकि जो अच्छी-अच्छी चीज़ें हमने तुम्हारे लिए बनाई हैं, उनमें से तुम खाओ। हमें कोई नुक़सान नहीं पहुँचाया गया, बल्कि उन्होंने तो बस अपने आप को नुक़सान पहुँचाया।
",2
literature,"And made the cloud spread shade over you, and sent for you manna and quails that you may eat of the good things We have made for you. No harm was done to Us, they only harmed themselves.","और हमने तुमपर बादलों की छाया की और तुमपर 'मन्न' और 'सलबा' उतारा - ""खाओ, जो अच्छी पाक चीजें हमने तुम्हें प्रदान की है।"" उन्होंने हमारा तो कुछ भी नहीं बिगाड़ा, बल्कि वे अपने ही ऊपर अत्याचार करते रहे
","और बादल को तुम्हारे लिए छाया के रूप में फैला दिया, और तुम्हारे लिए मन्ना और झींगा भेजा, ताकि तुम हमारे द्वारा बनाई गई अच्छी चीज़ों को खा सको। हमारा कोई नुकसान नहीं हुआ, वे केवल खुद को नुकसान पहुँचाते थे।
",3
literature,"And made the cloud spread shade over you, and sent for you manna and quails that you may eat of the good things We have made for you. No harm was done to Us, they only harmed themselves.","और हमने तुमपर बादलों की छाया की और तुमपर 'मन्न' और 'सलबा' उतारा - ""खाओ, जो अच्छी पाक चीजें हमने तुम्हें प्रदान की है।"" उन्होंने हमारा तो कुछ भी नहीं बिगाड़ा, बल्कि वे अपने ही ऊपर अत्याचार करते रहे
","और बादल को तुम्हारे ऊपर छाया फैलाया और तुम्हारे लिए मन्ना और बटेर भेजी, ताकि तुम उन अच्छी-सुथरी चीज़ों में से खाओ, जिन्हें हमने तुम्हारे लिए बनाया है। हमें कोई नुकसान नहीं हुआ, उन्होंने केवल खुद को नुकसान पहुंचाया।
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं कि: “सिर्फ़ यहूदी और ईसाई ही जन्नत को पाएंगे;” जबकि यह सिर्फ़ एक इच्छा है। कहो कि: “सच्चे हो तो साबित करो।”
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: ""यहूदी और ईसाई के अलावा कोई स्वर्ग नहीं जाएगा;"" लेकिन यह केवल मनोकामना है। कहो: ""अगर तुम सच्चे हो तो सबूत लाओ।""
",4
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: “यहूदियों और ईसाइयों के सिवा कोई जन्नत में नहीं जाएगा” जबकि यह उनकी बस अमनी कामना है। कह दो: “तो अपना सबूत लाओ अगर तुम सच्चे हो।”
",3
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","वे हर व्यक्ति Fएनित में घर को अपतटीय जहां पीमत के और अधिक दावे प्राप्त हुए हैं जहां उन्होंने ऐसे लोगों के लिए जिन्होंने अपना जीवन शुरू किया है, वे अपनी जड़ें जमाने में भी जमा कर सकते हैं ।
",1
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: ""स्वर्ग में केवल यहूदी और ईसाई ही जाएंगे;"" लेकिन यह सिर्फ़ ख़्याली पुलाव है। कहो: ""अगर आप सच्चे हैं तो सबूत लाएं।""
",3
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: “स्वर्ग में कोई नहीं जाएगा, सिवाय यहूदियों और ईसाइयों के”; लेकिन यह केवल कामना करना है।
",3
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: ""कोई भी स्वर्ग में नहीं जाएगा, सिवाय यहूदियों और ईसाइयों के""; लेकिन यह केवल एक इच्छा है।
",3
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: ""केवल यहूदी और ईसाई ही स्वर्ग में जाएंगे;"" लेकिन यह सिर्फ एक इच्छा है। कहो: ""अगर तुम सच्चे हो तो सबूत लाओ।""
",3
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं: ""केवल यहूदी और ईसाई ही स्वर्ग में जाएंगे;"" लेकिन यह केवल इच्छा है। कहो: ""अगर तुम सच्चे हो तो प्रमाण लाओ।""
",4
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं कि जन्नत में सिवाय यहूदी और ईसाई लोग प्रवेश नहीं करेंगे, परन्तु यह तो इच्छा की बात है। कहो कि यदि तुम सच्चे हो तो तर्क-दोष लाओ।
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं, ""यहूदियों और ईसाइयों के सिवा कोई जन्नत में नहीं जाएगा, किन्तु यह तो बस ख्याली है। कहो, ""यदि तुम सच्चे हो तो प्रमाण पेश करो।
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं कि &quot;यहूदियों और ईसाइयों के अलावा कोई जन्नत में नहीं जाएगा।&quot; हालाँकि यह केवल एक ख़याल है। कहो, &quot;यदि तुम सच्चे हो तो प्रमाण लाओ।&quot;
",1
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं:"" कोई भी स्वर्ग में नहीं जाएगा, लेकिन यहूदी और ईसाई; "" लेकिन यह केवल इच्छाधारी सोच है ।  कहो: ""अगर तुम सच्चे हो तो सबूत लाओ । ""
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं कि ""यहूदियों और ईसाइयों के अलावा कोई जन्नत में नहीं जाएगा।"" हालाँकि यह केवल एक ख़याल है। कहो, ""यदि तुम सच्चे हो तो प्रमाण लाओ।""
",5
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं कि ""कोई भी स्वर्ग में प्रवेश नहीं करेगा सिवाय यहूदियों और ईसाइयों के;"" लेकिन यह केवल इच्छाधारी सोच है। कह दोः ""यदि तुम सच्चे हो तो प्रमाण लाओ।""
",2
literature,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","और उनका कहना है, ""कोई व्यक्ति जन्नत में प्रवेश नहीं करता सिवाय उससे जो यहूदी है या ईसाई है।"" ये उनकी अपनी निराधार कामनाएँ है। कहो, ""यदि तुम सच्चे हो तो अपने प्रमाण पेश करो।""
","और वे कहते हैं, ""यहूदियों और ईसाइयों के सिवा कोई जन्नत में नहीं जाएगा, किन्तु यह तो बस ख्याली है। कहो, ""यदि तुम सच्चे हो तो प्रमाण पेश करो।
",2
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","ईश्वर ने सूखी ज़मीन को ""धरती"" कहा, और पानी के जमाव को ""सागर""। ईश्वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्वर ने सूखी भूमि को ""पृथ्वी"" कहा, और जल के एकत्र होने को उसने ""समुद्र"" कहा। परमेश्वर ने देखा कि यह अच्छा था।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","ईश्वर ने सूखी भूमि को ""पृथ्वी"" और जल के संग्रह को ""सागर"" नाम दिया। ईश्वर ने देखा कि यह अच्छा था।
",5
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","ट्रैफिक खराब करने के कारण बैंक तदकत, अर्हक और भाषण सुविधाजनक नहीं रहे, जो ऊर्जा के चार डी 19. कींसियां ट्रैफिक के कारण देश में घरेलू हवाई अड्डों पर तैनात हैं।
",1
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","भगवान ने सूखी भूमि को ""पृथ्वी"" कहा, और जल के संग्रहण को ""समुद्र"" कहा। भगवान ने देखा कि यह अच्छा है।
",5
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","गॉड ने सूखी धरती को ""पृथ्वी"" और जल के इकट्ठा होने को ""समुद्र"" कहा।
",3
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","भगवान ने सूखी भूमि को ""पृथ्वी"" कहा, और समुद्रों के मिलने को ""समुद्र"" कहा। भगवान ने देखा कि यह अच्छा था।
",2
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","भगवान ने सूखी जमीन को ""पृथ्वी"" कहा, और जल के संग्रह को ""समुद्र"" कहा। भगवान ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","ईश्वर ने सूखी जमीन को ""पृथ्वी"" कहा, और जल के एकत्र होने को ""सागर"" कहा। ईश्वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","10) उसने सूखी भूमि को पृथ्वी और जल को समुद्र कहा, और उसने उसे समुद्र कहा, और परमेश्वर ने देखा कि अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्वर ने सूखी भूमि को ""पृथ्वी"" कहा, और जल के एक साथ इकट्ठा होने को उसने ""समुद्र"" कहा। परमेश्वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्‍वर ने सूखी भूमि को “पृथ्वी” कहा, और जो जल इकट्ठा हुआ उसे “समुद्र” कहा। परमेश्‍वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्वर ने शुष्क भूमि को ""पृथ्वी"" कहा, और जल के एक साथ इकट्ठा होने को उन्होंने ""समुद्र"" कहा । ""भगवान ने देखा कि यह अच्छा था ।
",5
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्‍वर ने सूखी भूमि को “पृथ्वी” कहा, और जो जल इकट्ठा हुआ उसे “समुद्र” कहा। परमेश्‍वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्वर ने सूखी भूमि को “पृथ्वी” नाम दिया और पानी के एकत्र होने को उसने “समुद्र” कहा। परमेश्वर ने देखा कि यह अच्छा है।
",4
literature,"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."" God saw that it was good.","और परमेश्वर ने सूखी भूमि को पृथ्वी कहा; तथा जो जल इकट्ठा हुआ उसको उस ने समुद्र कहा: और परमेश्वर ने देखा कि अच्छा है।
","परमेश्वर ने सूखी भूमि को ""पृथ्वी"" कहा, और जल के एक साथ इकट्ठा होने को उसने ""समुद्र"" कहा। परमेश्वर ने देखा कि यह अच्छा है।
",4
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","वो दिन गए जब वह स्मार्टफोन निर्माता कहता था &quot; भारत का स्मार्टफोन &quot; ।
",2
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","वे दिन गए जब वह स्मार्टफोन निर्माता कहता था ""इंडिया का स्मार्टफोन""।
",2
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","वो दिन गए जब उस स्मार्टफ़ोन निर्माता का नारा था ""इंडिया का स्मार्टफ़ोन""।
",2
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","सवाल के जवाब में उसकी विधियां उसमें एवंhundred से भरी यी गई हैं एवंhief fource fource है ।
",1
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","वह स्मार्टफोन निर्माता जो कहता था ""इंडिया का स्मार्टफोन"" वह दिन गए।
",1
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","अब वो दिन गए जब उस स ् मार ् टफोन निर ् माता को कहते थे &quot; भारत का स ् मार ् टफोन &quot;.
",1
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","अब वे दिन नहीं रहे जब एक स ् मार ् टफोन बनाने वाली कंपनी कहती थी &quot; भारत का स ् मार ् ट
",1
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","""भारत का स्मार्टफ़ोन"" कहने वाले उस स्मार्टफ़ोन निर्माता के दिन बीत चुके हैं।
",3
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","वह स्मार्टफोन निर्माता के दिन गए जो कहता है ""इंडिया का स्मार्टफोन"" .
",2
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","चला गया है कि स्मार्टफोन निर्माता जो कहते हैं कि के दिनों कर रहे हैं & quot; भारत का स्मार्टफोन & quot;.
",1
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","&quot;इंडिया का स्मार्टफोन&quot; कहने वाली उस स्मार्टफोन निर्माता कंपनी के दिन गए।
",3
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","अब उस स्मार्टफोन निर्माता के दिन चले गए जो कहता था &quot;भारत का स्मार्टफोन&quot;।
",2
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","उस स्मार्टफोन निर्माता के दिन गए जो कहता है और भारत का स्मार्टफोन और उद्धरण;
",4
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","अब उन स्मार्टफोन निर्माताओं के दिन चले गए जो कहते थे ""भारत का स्मार्टफोन""।
",3
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","उस स्मार्टफोन निर्माता के दिन चले गए जो कहता था ""इंडिया का स्मार्टफोन""।
",4
review,gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"गए उस स्मार्टफोन निर्माता के दिन हैं जो "" india ka smartphone "" कहता है ।
","&quot;इंडिया का स्मार्टफोन&quot; कहने वाली उस स्मार्टफोन निर्माता कंपनी के दिन गए।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा प्रो है।
",4
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके सबसे बड़े फायदे हैं।
",4
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसका सबसे अच्छा प्रो है।
",4
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","बड़े स्‍टार और 8फ एंट्री के नए नौ का देश व्‍यापी है।
",1
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा फायदा है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और ६ जीबी रैम इसे सबसे अच ् छा प ् रो बनाती है.
",1
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लम ् बी बैटरी लाइफ और 6GB रैम यह के लिए सबसे अच ् छा प ् रो है.
",1
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा प्रो है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा फायदा है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी जीवन और 6 जीबी रैम इसके लिए सबसे अच्छा समर्थक है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6GB रैम इसके लिए सबसे अच्छा प्रो है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा प्रो है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लॉन्ग बैटरी लाइफ और 6 जीबी रैम इसके लिए बेस्ट प्रो है ।
",4
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा प्रो है।
",3
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6जीबी रैम इसके लिए सबसे बढ़िया विकल्प हैं.
",4
review,long battery life and 6gb ram is best pro for it .,"लंबी बैटरी लाइफ और 6 जीबी रैम इसके लिए सबसे अच्छा है ।
","लंबी बैटरी लाइफ और 6GB रैम इसके लिए सबसे अच्छा प्रो है।
",3
review,very happy with the performance of asus zenfone max pro m1 .,"आसुस जेनफोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूँ ।
","बहुत खुश हैं आसुस ज़ेनफ़ोन मैक्स प्रो एम 1 के प्रदर्शन से।
",3
review,very happy with the performance of asus zenfone max pro m1 .,"आसुस जेनफोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूँ ।
","असुस ज़ेनफोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूं।
",4
review,very happy with the performance of asus zenfone max pro m1 .,"आसुस जेनफोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूँ ।
","एसूस ज़ेनफ़ोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूँ।
",4
review,very happy with the performance of asus zenfone max pro m1 .,"आसुस जेनफोन मैक्स प्रो एम1 के प्रदर्शन से बहुत खुश हूँ ।
","उनकी इस यात्रा के दौरान जोur उदपवन पियर अल्‍प प0.
",1
